Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,delete_flag,location_parts,Region
10.0,85737.0,85737,85741.0,AFR::CMR::North-West,2010-05-06,2010-12-31,0,22,11,0.0,2010-12-31,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North-West
11.0,85738.0,85738,85742.0,AFR::CMR::West,2010-05-06,2010-12-31,0,12,6,0.0,2010-12-31,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
12.0,85739.0,85739,85743.0,AFR::CMR::South,2010-05-06,2010-12-31,0,0,0,,2010-12-31,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South
13.0,85740.0,85740,85744.0,AFR::CMR::South-West,2010-05-06,2010-12-31,8,355,107,7.48,2010-12-31,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 355 cases, 13 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
14.0,85742.0,85742,85746.0,AFR::CMR::Adamaoua,2011-01-01,2011-09-22,0,183,0,,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 183 cases, 17 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Adamaoua
15.0,85743.0,85743,85747.0,AFR::CMR::Centre,2011-01-01,2011-09-22,78,3133,977,7.98,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3133 cases, 99 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
16.0,85744.0,85744,85748.0,AFR::CMR::East,2011-01-01,2011-09-22,1,84,35,2.86,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,East
17.0,85745.0,85745,85749.0,AFR::CMR::Far North,2011-01-01,2011-09-22,146,3661,2146,6.8,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3661 cases, 146 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
18.0,85746.0,85746,85750.0,AFR::CMR::Littoral,2011-01-01,2011-09-22,0,2096,0,,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2096 cases, 49 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
19.0,85747.0,85747,85751.0,AFR::CMR::North,2011-01-01,2011-09-22,0,3591,0,,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3591 cases, 209 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North
20.0,85748.0,85748,85752.0,AFR::CMR::North-West,2011-01-01,2011-09-22,5,142,73,6.85,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 142 cases, 10 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North-West
21.0,85749.0,85749,85753.0,AFR::CMR::West,2011-01-01,2011-09-22,0,0,0,,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1228 cases, 72 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
22.0,85750.0,85750,85754.0,AFR::CMR::South,2011-01-01,2011-09-22,1,56,21,4.76,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 56 cases, 3 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South
23.0,85751.0,85751,85755.0,AFR::CMR::South-West,2011-01-01,2011-09-22,0,3030,0,,2011-09-22,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3030 cases, 31 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
24.0,85753.0,85753,85757.0,AFR::CMR::Adamaoua,2011-09-23,2011-12-11,0,28,0,,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 16 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Adamaoua
25.0,85754.0,85754,85758.0,AFR::CMR::Centre,2011-09-23,2011-12-11,15,529,198,7.58,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 529 cases, 35 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
26.0,85755.0,85755,85759.0,AFR::CMR::East,2011-09-23,2011-12-11,1,42,18,5.56,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 42 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,East
27.0,85756.0,85756,85760.0,AFR::CMR::Far North,2011-09-23,2011-12-11,2,68,36,5.56,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 802 cases, 39 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
28.0,85757.0,85757,85761.0,AFR::CMR::Littoral,2011-09-23,2011-12-11,33,3127,975,3.38,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3127 cases, 33 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
29.0,85758.0,85758,85762.0,AFR::CMR::North,2011-09-23,2011-12-11,29,985,370,7.84,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 985 cases, 38 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North
30.0,85759.0,85759,85763.0,AFR::CMR::North-West,2011-09-23,2011-12-11,0,0,0,,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North-West
31.0,85760.0,85760,85764.0,AFR::CMR::West,2011-09-23,2011-12-11,1,40,24,4.17,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 40 cases, 3 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
32.0,85761.0,85761,85765.0,AFR::CMR::South,2011-09-23,2011-12-11,4,110,74,5.41,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 110 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South
33.0,85762.0,85762,85766.0,AFR::CMR::South-West,2011-09-23,2011-12-11,0,71,0,,2011-12-11,34.0,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 62 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
34.0,85980.0,85980,85987.0,AFR::CMR::(Centre|Far North|Littoral|North),2018-05-18,2018-11-23,41,942,523,7.84,2018-11-23,17.0,WHO AFRO Surveillance Report (UID: 21036),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 942 cases, 57 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,(Centre|Far North|Littoral|North)
35.0,85982.0,85982,85989.0,AFR::CMR::Far North,2018-11-18,2018-11-23,1,62,38,2.63,2018-11-23,17.0,WHO AFRO Surveillance Report (UID: 21036),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
36.0,85983.0,85983,85990.0,AFR::CMR::North,2018-11-18,2018-11-23,0,12,7,0.0,2018-11-23,17.0,WHO AFRO Surveillance Report (UID: 21036),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North
37.0,85984.0,85984,85991.0,AFR::CMR::Centre,2018-08-27,2018-11-23,0,0,0,,2018-11-23,17.0,WHO AFRO Surveillance Report (UID: 21036),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
38.0,85985.0,85985,85992.0,AFR::CMR::Littoral,2018-10-11,2018-11-23,0,0,0,,2018-11-23,17.0,WHO AFRO Surveillance Report (UID: 21036),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
39.0,86017.0,86017,86024.0,AFR::CMR::Far North,2021-01-01,2021-10-03,0,63,0,,2021-10-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
40.0,86018.0,86018,86025.0,AFR::CMR::Littoral,2021-01-01,2021-10-03,0,115,61,0.0,2021-10-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 12 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
41.0,86019.0,86019,86026.0,AFR::CMR::North,2021-01-01,2021-10-03,0,1,1,0.0,2021-10-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North
42.0,86020.0,86020,86027.0,AFR::CMR::Centre,2021-01-01,2021-11-02,1,40,17,5.88,2021-11-02,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases, 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
43.0,86021.0,86021,86028.0,AFR::CMR::Littoral,2021-01-01,2021-11-02,0,29,0,,2021-11-02,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
44.0,86022.0,86022,86029.0,AFR::CMR::South-West,2021-01-01,2021-11-02,0,36,2,0.0,2021-11-02,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23 cases, 3 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
45.0,86023.0,86023,86030.0,AFR::CMR::Far North,2021-01-24,2022-03-06,0,0,0,,2022-03-06,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
47.0,86025.0,86025,86032.0,AFR::CMR::Littoral,2022-02-28,2022-03-06,3,71,44,6.82,2022-03-06,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 71 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
48.0,86026.0,86026,86033.0,AFR::CMR::North,2022-02-28,2022-03-06,0,58,14,0.0,2022-03-06,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North
49.0,86027.0,86027,86034.0,AFR::CMR::South,2022-02-28,2022-03-06,0,0,0,,2022-03-06,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South
50.0,86028.0,86028,86035.0,AFR::CMR::South-West,2022-02-28,2022-03-06,2,79,26,7.69,2022-03-06,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 79 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
51.0,86030.0,86030,86037.0,AFR::CMR::Centre,2022-06-27,2022-07-03,0,121,76,0.0,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
52.0,86031.0,86031,86038.0,AFR::CMR::Far North,2021-10-25,2022-07-03,0,101,0,,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
53.0,86032.0,86032,86039.0,AFR::CMR::Littoral,2022-06-27,2022-07-03,2,193,52,3.85,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 193 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
54.0,86033.0,86033,86040.0,AFR::CMR::North,2021-10-25,2022-07-03,0,4,1,0.0,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 50 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,North
55.0,86034.0,86034,86041.0,AFR::CMR::South,2021-10-25,2022-07-03,0,0,0,,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 182 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South
56.0,86035.0,86035,86042.0,AFR::CMR::South-West,2022-06-27,2022-07-03,0,26,12,0.0,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 8 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
57.0,86036.0,86036,86043.0,AFR::CMR::West,2021-10-25,2022-07-03,0,82,0,,2022-07-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 82 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
60.0,86039.0,86039,86046.0,AFR::CMR::South-West,2022-07-17,2022-08-03,0,0,0,,2022-08-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
61.0,86040.0,86040,86047.0,AFR::CMR::Centre,2022-08-29,2022-09-08,0,48,32,0.0,2022-09-08,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 27 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
62.0,86041.0,86041,86048.0,AFR::CMR::Littoral,2022-08-29,2022-09-08,6,262,106,5.66,2022-09-08,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 262 cases, 6 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
63.0,86042.0,86042,86049.0,AFR::CMR::West,2022-08-29,2022-09-08,1,137,75,1.33,2022-09-08,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
64.0,86043.0,86043,86050.0,AFR::CMR::Centre,2022-09-16,2022-09-22,0,0,0,,2022-09-22,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
65.0,86044.0,86044,86051.0,AFR::CMR::Littoral,2022-09-16,2022-09-22,0,0,0,,2022-09-22,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 140 cases, 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
66.0,86045.0,86045,86052.0,AFR::CMR::West,2022-09-16,2022-09-22,1,66,32,3.12,2022-09-22,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
67.0,86046.0,86046,86053.0,AFR::CMR::Centre,2022-10-07,2022-10-13,1,97,41,2.44,2022-10-13,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
68.0,86047.0,86047,86054.0,AFR::CMR::Far North,2022-10-07,2022-10-13,1,39,18,5.56,2022-10-13,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 35 cases, 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
69.0,86048.0,86048,86055.0,AFR::CMR::Littoral,2022-10-07,2022-10-13,4,115,56,7.14,2022-10-13,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 115 cases, 5 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
70.0,86049.0,86049,86056.0,AFR::CMR::West,2022-10-07,2022-10-13,0,42,0,,2022-10-13,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
71.0,86050.0,86050,86057.0,AFR::CMR::Centre,2022-10-14,2022-10-20,0,30,17,0.0,2022-10-20,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
72.0,86051.0,86051,86058.0,AFR::CMR::Far North,2022-10-14,2022-10-20,1,52,14,7.14,2022-10-20,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 46 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
73.0,86052.0,86052,86059.0,AFR::CMR::Littoral,2021-10-25,2022-10-20,1,159,74,1.35,2022-10-20,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5957 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
75.0,86054.0,86054,86061.0,AFR::CMR::South-West,2021-10-25,2022-10-20,63,6015,3920,1.61,2022-10-20,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6015 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,South-West
76.0,86055.0,86055,86062.0,AFR::CMR::Centre,2022-10-28,2022-11-03,1,33,17,5.88,2022-11-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20 cases, 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
77.0,86056.0,86056,86063.0,AFR::CMR::Far North,2022-10-28,2022-11-03,2,71,33,6.06,2022-11-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 36 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
78.0,86057.0,86057,86064.0,AFR::CMR::Littoral,2022-10-28,2022-11-03,2,117,79,2.53,2022-11-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 22 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
79.0,86058.0,86058,86065.0,AFR::CMR::West,2022-10-28,2022-11-03,0,25,15,0.0,2022-11-03,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
80.0,86059.0,86059,86066.0,AFR::CMR::Centre,2022-11-04,2022-11-10,0,24,9,0.0,2022-11-10,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
81.0,86060.0,86060,86067.0,AFR::CMR::Far North,2022-11-04,2022-11-10,0,36,11,0.0,2022-11-10,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 22 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Far North
82.0,86061.0,86061,86068.0,AFR::CMR::Littoral,2022-11-04,2022-11-10,0,34,0,,2022-11-10,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
83.0,86062.0,86062,86069.0,AFR::CMR::Centre,2022-11-18,2022-11-24,0,0,0,,2022-11-24,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Centre
84.0,86063.0,86063,86070.0,AFR::CMR::Littoral,2022-11-18,2022-11-24,0,52,16,0.0,2022-11-24,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 14 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,Littoral
85.0,86064.0,86064,86071.0,AFR::CMR::West,2022-11-18,2022-11-24,0,37,21,0.0,2022-11-24,9.0,JHU Cholera Database (UID: 21396),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0.0,2.0,West
