,Unnamed: 0,Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,delete_flag,location_parts
85791,85791,85795,AFR::CMR,2010-11-15,2010-11-21,6,185,80,7.5,2010-11-21,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 185 cases, 7 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85792,85792,85796,AFR::CMR,2010-11-22,2010-11-28,6,193,116,5.17,2010-11-28,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 193 cases, 6 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85793,85793,85797,AFR::CMR,2010-11-29,2010-12-05,5,174,94,5.32,2010-12-05,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 174 cases, 5 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85794,85794,85798,AFR::CMR,2010-12-06,2010-12-12,0,135,0,,2010-12-12,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 135 cases, 6 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85795,85795,85799,AFR::CMR,2010-12-13,2010-12-19,0,11,6,0.0,2010-12-19,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 123 cases, 3 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85796,85796,85800,AFR::CMR,2010-12-20,2010-12-26,2,135,32,6.25,2010-12-26,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 135 cases, 9 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85797,85797,85801,AFR::CMR,2010-12-27,2011-01-02,5,185,66,7.58,2011-01-02,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 185 cases, 7 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85798,85798,85802,AFR::CMR,2011-01-03,2011-01-09,3,135,77,3.9,2011-01-09,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 135 cases, 3 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85799,85799,85803,AFR::CMR,2011-01-10,2011-01-16,2,100,28,7.14,2011-01-16,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 100 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85800,85800,85804,AFR::CMR,2011-01-17,2011-01-23,4,143,66,6.06,2011-01-23,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 143 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85801,85801,85805,AFR::CMR,2011-01-24,2011-01-30,2,131,33,6.06,2011-01-30,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 131 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85802,85802,85806,AFR::CMR,2011-01-31,2011-02-06,2,154,65,3.08,2011-02-06,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 154 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85803,85803,85807,AFR::CMR,2011-02-07,2011-02-13,5,166,108,4.63,2011-02-13,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 166 cases, 5 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85804,85804,85808,AFR::CMR,2011-02-14,2011-02-20,0,178,0,,2011-02-20,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 178 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85805,85805,85809,AFR::CMR,2011-02-21,2011-02-27,4,178,115,3.48,2011-02-27,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 178 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85806,85806,85810,AFR::CMR,2011-02-28,2011-03-06,0,197,0,,2011-03-06,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 197 cases, 6 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85807,85807,85811,AFR::CMR,2011-03-07,2011-03-13,5,197,68,7.35,2011-03-13,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 197 cases, 15 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85808,85808,85812,AFR::CMR,2011-03-14,2011-03-20,0,297,0,,2011-03-20,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 297 cases, 20 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85809,85809,85813,AFR::CMR,2011-03-21,2011-03-27,9,495,122,7.38,2011-03-27,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 495 cases, 16 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85810,85810,85814,AFR::CMR,2011-03-28,2011-04-03,8,406,104,7.69,2011-04-03,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 406 cases, 14 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85811,85811,85815,AFR::CMR,2011-04-04,2011-04-10,8,429,103,7.77,2011-04-10,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 429 cases, 11 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85812,85812,85816,AFR::CMR,2011-04-11,2011-04-17,0,375,0,,2011-04-17,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 375 cases, 5 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85813,85813,85817,AFR::CMR,2011-04-18,2011-04-24,13,537,172,7.56,2011-04-24,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 537 cases, 15 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85814,85814,85818,AFR::CMR,2011-04-25,2011-05-01,0,0,0,,2011-05-01,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 557 cases, 16 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85815,85815,85819,AFR::CMR,2011-05-02,2011-05-08,0,0,0,,2011-05-08,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 545 cases, 19 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85816,85816,85820,AFR::CMR,2011-05-09,2011-05-15,22,669,363,6.06,2011-05-15,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 669 cases, 22 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85817,85817,85821,AFR::CMR,2011-05-16,2011-05-22,0,0,0,,2011-05-22,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 444 cases, 9 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85818,85818,85822,AFR::CMR,2011-05-23,2011-05-29,0,522,0,,2011-05-29,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 522 cases, 19 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85819,85819,85823,AFR::CMR,2011-05-30,2011-06-05,19,464,245,7.76,2011-06-05,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 464 cases, 23 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85820,85820,85824,AFR::CMR,2011-06-06,2011-06-12,0,375,0,,2011-06-12,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 375 cases, 12 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85821,85821,85825,AFR::CMR,2011-06-13,2011-06-19,9,460,116,7.76,2011-06-19,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 460 cases, 21 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85822,85822,85826,AFR::CMR,2011-06-20,2011-06-26,11,394,149,7.38,2011-06-26,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 394 cases, 21 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85823,85823,85827,AFR::CMR,2011-06-27,2011-07-03,5,255,73,6.85,2011-07-03,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 255 cases, 7 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85824,85824,85828,AFR::CMR,2011-07-04,2011-07-10,0,580,0,,2011-07-10,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 580 cases, 18 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85825,85825,85829,AFR::CMR,2011-07-11,2011-07-17,0,0,0,,2011-07-17,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 665 cases, 26 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85826,85826,85830,AFR::CMR,2011-07-18,2011-07-24,10,580,132,7.58,2011-07-24,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 580 cases, 33 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85827,85827,85831,AFR::CMR,2011-07-25,2011-07-31,0,595,0,,2011-07-31,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 595 cases, 25 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85828,85828,85832,AFR::CMR,2011-08-01,2011-08-07,0,0,0,,2011-08-07,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 715 cases, 54 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85829,85829,85833,AFR::CMR,2011-08-08,2011-08-14,20,518,259,7.72,2011-08-14,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 518 cases, 21 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85830,85830,85834,AFR::CMR,2011-08-15,2011-08-21,0,816,0,,2011-08-21,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 816 cases, 31 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85831,85831,85835,AFR::CMR,2011-08-22,2011-08-28,0,909,0,,2011-08-28,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 909 cases, 25 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85832,85832,85836,AFR::CMR,2011-08-29,2011-09-04,37,731,465,7.96,2011-09-04,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 731 cases, 41 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85833,85833,85837,AFR::CMR,2011-09-05,2011-09-11,14,487,294,4.76,2011-09-11,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 487 cases, 14 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85834,85834,85838,AFR::CMR,2011-09-12,2011-09-18,0,541,0,,2011-09-18,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 541 cases, 19 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85835,85835,85839,AFR::CMR,2011-09-19,2011-09-25,0,696,0,,2011-09-25,34,JHU Cholera Database (UID: 182),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 696 cases, 15 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85963,85963,85971,AFR::CMR,2018-05-18,2018-07-08,0,57,5,0.0,2018-07-08,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 38 cases, 4 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85964,85964,85972,AFR::CMR,2018-07-02,2018-07-08,1,72,28,3.57,2018-07-08,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 19 cases, 1 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85965,85965,85973,AFR::CMR,2018-06-25,2018-07-01,0,20,7,0.0,2018-07-01,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases, 2 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85970,85970,85978,AFR::CMR,2018-05-14,2018-05-20,1,81,51,1.96,2018-05-20,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85971,85971,85979,AFR::CMR,2018-05-21,2018-05-27,1,64,35,2.86,2018-05-27,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85972,85972,85980,AFR::CMR,2018-05-28,2018-06-03,0,0,0,,2018-06-03,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85973,85973,85981,AFR::CMR,2018-06-04,2018-06-10,0,14,7,0.0,2018-06-10,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85974,85974,85982,AFR::CMR,2018-06-11,2018-06-17,0,0,0,,2018-06-17,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85975,85975,85983,AFR::CMR,2018-06-18,2018-06-24,0,0,0,,2018-06-24,31,WHO AFRO Surveillance Report (UID: 20927),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85976,85976,85986,AFR::CMR,2010-05-01,2010-08-26,0,41,0,,2010-08-26,43,JHU Cholera Database (UID: 960),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 297 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
85978,85978,85988,AFR::CMR,2018-11-18,2018-11-23,0,46,22,0.0,2018-11-23,17,WHO AFRO Surveillance Report (UID: 21036),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
86067,86067,86077,AFR::CMR,2018-05-18,2018-10-29,14,645,186,7.53,2018-10-29,23,WHO AFRO Surveillance Report (UID: 21021),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 645 cases, 43 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
86068,86068,86078,AFR::CMR,2018-10-23,2018-10-29,0,75,0,,2018-10-29,23,WHO AFRO Surveillance Report (UID: 21021),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 44 cases, 3 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
86073,86073,86083,AFR::CMR,2018-05-18,2018-09-24,14,367,175,8.0,2018-09-24,25,WHO AFRO Surveillance Report (UID: 20990),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 367 cases, 31 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
86075,86075,86085,AFR::CMR,2018-09-07,2018-09-24,5,116,74,6.76,2018-09-24,25,WHO AFRO Surveillance Report (UID: 20990),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 116 cases, 11 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
86098,86098,86112,AFR::CMR,2018-05-18,2018-07-31,4,120,50,8.0,2018-07-31,10,WHO AFRO Surveillance Report (UID: 20947),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 120 cases, 11 deaths | Adjusted synthetic outcome counts for dashboard environmental trend testing.",JHU,0,1
